st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
,5698.0,0.97,0.98,0.04,4.46,4.68,5.22062,,14.9206
M0 V,4082.0,0.61,0.66,-1.102,4.69,3.09,6.12072,,15.7832
M0 V,4082.0,0.61,0.66,-1.102,4.69,3.09,3.81596,,15.7832
M0 V,4648.0,0.59,0.58,-1.102,4.72,3.09,3.97487,,15.7832
,6037.0,1.11,1.07,0.169,4.38,3.47,0.3999,,14.7886
,5732.0,0.97,0.99,0.012,4.46,4.17,3.6896,,13.6311
,5596.0,0.9,0.92,0.07,4.5,4.37,1.0168,,15.8594
,4339.0,0.62,0.64,-0.793,4.67,3.72,5.88599,,15.4686
,4554.0,0.66,0.7,-0.745,4.64,2.69,3.60222,,15.9285
,5954.0,1.11,1.08,0.33,4.38,3.63,0.87917,,15.8901
,5895.0,1.04,1.03,0.049,4.41,4.27,0.47666,,14.5873
,5403.0,0.81,0.85,-0.271,4.56,3.98,1.46297,,15.229
,5770.0,0.96,0.98,-0.099,4.46,4.17,0.69062,,15.2295
,6058.0,1.31,1.22,0.437,4.29,2.82,0.53357,,13.5633
,6039.0,1.43,1.0,0.212,4.13,3.98,0.08514,,14.7902
,6039.0,1.43,1.0,0.212,4.13,3.98,0.02901,,14.7902
,6031.0,1.17,1.06,0.212,4.32,3.98,1.20895,,14.7902
,6031.0,1.17,1.06,0.212,4.32,3.98,1.83938,,14.7902
,6031.0,1.17,1.06,0.212,4.32,3.98,1.36354,,14.7902
,5920.0,1.06,1.04,0.398,4.41,3.89,0.42192,,14.1291
,5324.0,0.81,0.85,-0.362,4.56,4.47,25.36857,,15.7442
,4848.0,0.73,0.78,-0.612,4.6,4.37,2.76789,,15.1296
,5830.0,1.03,1.02,-0.047,4.42,4.17,1.79475,,15.2481
,4128.0,0.57,0.59,-0.921,4.7,3.8,0.5851,,15.7957
,4913.0,0.75,0.79,-0.605,4.59,4.79,0.55664,,14.6386
,5579.0,0.91,0.94,-0.217,4.5,4.37,3.89592,,15.6041
,4940.0,0.77,0.83,-0.507,4.58,3.89,2.42571,,14.7799
,5695.0,1.2,1.01,0.594,4.28,8.32,0.30165,,14.0105
,6059.0,1.64,1.23,0.605,4.1,3.98,0.22747,,12.8358
,5499.0,1.24,0.92,-0.212,4.22,4.37,0.11974,,14.766
,5499.0,1.24,0.92,-0.212,4.22,4.37,0.54818,,14.766
,5436.0,0.89,0.87,-0.212,4.49,0.6,1.58577,,14.766
,5436.0,0.89,0.92,-0.212,4.49,4.37,2.34641,,14.766
,5932.0,1.09,1.06,0.173,4.39,3.89,1.60453,,15.4272
,5455.0,0.85,0.89,-0.273,4.53,4.47,0.63776,,15.1081
,6100.0,1.16,1.19,0.827,4.38,1.48,0.98558,,13.9066
,6350.0,1.55,1.3,0.51,4.17,2.69,0.55852,,12.2485
,6179.0,1.27,1.17,0.832,4.29,3.02,0.04677,,13.5043
,5835.0,1.03,1.03,0.333,4.42,4.17,0.58262,,15.0191
,5535.0,0.93,0.96,-0.022,4.49,4.27,1.79327,,15.557
,5773.0,0.99,0.99,-0.071,4.45,4.27,2.7636,,15.0638
,5653.0,0.91,0.96,-0.113,4.5,3.39,1.47064,,12.411
,5020.0,0.77,0.81,-0.556,4.59,4.57,3.65406,,15.8805
,5836.0,1.06,1.04,-0.157,4.4,4.27,2.67226,,15.4033
,5047.0,0.78,0.82,-0.427,4.58,4.47,7.44905,,15.5958
,5333.0,0.84,0.88,-0.103,4.54,4.79,1.23727,,15.3031
,5678.0,0.95,0.96,0.215,4.46,3.8,0.99953,,15.4464
,5754.0,1.0,1.0,0.208,4.44,4.68,0.82595,,15.7816
,5570.0,0.92,0.93,-0.298,4.49,4.27,1.51938,,14.5036
,4751.0,0.71,0.75,-0.705,4.62,4.27,2.66491,,15.7966
,5541.0,0.91,0.92,0.117,4.49,5.89,0.95103,,14.8849
,5614.0,0.89,0.93,0.068,4.51,3.89,0.85472,,15.6177
,5664.0,0.95,0.97,-0.11,4.47,4.79,0.08921,,14.9685
,5600.0,1.82,1.1,0.326,3.96,7.5,0.38451,4.3,14.5869
,5600.0,1.82,1.1,0.326,3.96,7.5,0.05543,4.3,14.5869
,5857.0,1.02,1.01,0.043,4.43,3.8,0.85776,,15.2216
,5993.0,1.14,1.11,0.309,4.37,3.47,0.43784,,15.6422
,5902.0,1.08,1.05,-0.146,4.4,4.17,1.78181,,15.0714
,6163.0,1.27,1.18,0.134,4.29,2.95,0.31624,,14.7952
,6020.0,1.13,1.09,0.138,4.37,3.31,1.80017,,14.6941
,5958.0,1.11,1.06,0.135,4.38,3.39,0.91503,,15.2096
,5060.0,0.77,0.81,-0.338,4.58,5.25,2.22584,,15.3301
,5261.0,0.81,0.85,-0.343,4.56,4.57,1.19692,,14.5228
,5044.0,0.77,0.81,-0.174,4.58,4.57,3.45421,,14.7898
,5792.0,1.02,1.02,0.033,4.42,4.27,1.37423,,14.2377
G6 V,5466.0,0.9,0.99,-0.192,4.53,1.6,1.50172,1.8,13.1048
,6761.0,1.74,1.46,0.666,4.12,1.66,0.56468,,11.9642
,5961.0,1.09,1.06,0.12,4.39,3.8,0.04553,,15.1765
,5476.0,0.87,0.9,-0.273,4.52,4.57,8.59056,,14.0774
,6116.0,1.09,1.06,0.296,4.4,3.02,0.74944,,13.0069
,5715.0,0.94,1.0,-0.313,4.49,2.45,3.61996,,13.0469
,6187.0,1.35,1.21,0.417,4.26,3.16,0.55283,,12.7877
,6098.0,1.16,1.1,0.042,4.35,3.39,1.83138,,13.8936
,6194.0,1.29,1.19,0.446,4.29,3.09,0.73981,,13.4496
,6194.0,1.29,1.19,0.446,4.29,3.09,0.99716,,13.4496
,5875.0,0.9,0.97,-0.043,4.52,1.48,1.80717,,12.9814
,5961.0,1.25,1.14,0.383,4.3,3.98,0.49688,,12.6802
,5954.0,1.13,1.09,0.327,4.37,3.63,1.88641,,15.1361
,5887.0,1.07,1.06,0.588,4.41,3.55,3.49966,,15.273
,4747.0,0.72,0.75,-0.735,4.61,5.01,2.79666,,15.5902
,5820.0,0.99,1.0,0.06,4.45,3.8,0.3676,,15.1735
,5603.0,0.85,0.87,-0.123,4.53,4.27,0.45345,,15.4056
,4315.0,0.61,0.65,-0.854,4.67,2.63,5.02117,,15.9804
,5262.0,0.81,0.84,0.481,4.56,5.01,0.37879,,15.4307
,5839.0,1.04,1.03,0.288,4.41,4.37,0.77522,,15.0787
,4223.0,0.62,0.65,-0.875,4.66,3.98,1.46624,,15.9386
,5595.0,0.91,0.93,0.048,4.49,4.07,1.28042,,15.382
,5774.0,0.96,1.02,-0.038,4.49,2.0,1.64,2.74,13.7809
,5777.0,1.02,1.07,0.037,4.49,1.0,1.95342,1.9,13.7809
,6015.0,1.29,1.12,0.25,4.27,0.53,1.18855,4.6,13.7397
,4836.0,0.73,0.78,-0.608,4.6,4.57,1.03464,5.2,14.9453
,4184.0,0.57,0.59,-0.984,4.7,3.8,9.67188,,14.6803
,5647.0,0.93,0.95,0.108,4.49,4.37,2.57107,,14.8583
,5682.0,0.97,0.98,0.365,4.46,4.79,0.09524,,14.615
,5682.0,0.97,0.98,0.365,4.46,4.79,0.0376,,14.615
,6160.0,1.25,1.16,0.154,4.31,3.02,0.97869,,14.3921
,5461.0,0.86,0.95,-0.215,4.55,1.66,8.00121,,13.9504
,6035.0,1.02,1.06,0.096,4.45,1.86,2.00587,,13.918
,6106.0,1.38,1.08,0.378,4.19,5.37,1.90798,,11.4623
,5973.0,1.12,1.11,0.264,4.38,3.02,0.32197,,11.465
,6154.0,1.23,1.17,0.273,4.33,2.88,0.78101,,11.5096
K3,4550.0,6.3,1.31,1.225,2.95,4.47,0.0073,6.8,12.4762
,6230.0,1.5,1.26,0.494,4.19,3.39,0.41794,,11.5286
,6112.0,1.99,1.34,0.707,3.97,3.55,0.19419,,11.8295
,5998.0,1.11,1.07,0.552,4.37,3.16,0.07146,,15.3262
,4687.0,0.61,0.63,-0.282,4.67,5.62,4.307,,15.7385
,5877.0,1.15,1.1,0.245,4.36,3.98,4.10271,,13.5481
,6173.0,1.38,1.21,0.506,4.24,3.39,0.44865,,13.2408
,5248.0,0.81,0.85,-0.278,4.56,4.79,2.61354,,15.1752
,5418.0,0.76,0.8,0.764,4.58,4.17,1.92074,,15.8533
,6028.0,1.14,1.11,-0.018,4.37,3.24,1.80765,,14.9546
,6113.0,1.21,1.15,0.167,4.33,3.02,0.88069,,14.6785
,5883.0,1.7,1.21,0.558,4.05,5.2,0.25139,,11.7451
,5883.0,1.7,1.21,0.558,4.05,5.2,0.35563,,11.7451
,5904.34,1.82,1.07,0.558,3.95,5.2,0.25139,,11.7451
,5403.0,0.85,0.89,-0.183,4.54,4.37,1.85865,,15.2681
,5403.0,0.85,0.89,-0.183,4.54,4.37,1.07983,,15.2681
,5663.0,0.91,0.93,-0.03,4.5,4.27,2.98696,,14.7055
,5671.0,0.93,0.95,-0.133,4.48,4.37,3.76068,,13.745
,5988.0,1.26,1.11,0.333,4.28,4.68,0.72847,,14.0117
,6167.0,1.23,1.14,0.314,4.32,3.09,0.92023,,14.1368
,4673.0,0.72,0.77,-0.684,4.62,2.57,1.63128,,15.8155
,5806.0,1.01,1.01,0.173,4.43,4.37,16.03701,,14.2595
,5743.0,0.99,0.99,-0.086,4.45,4.37,0.89453,,14.6011
,4700.0,0.7,0.73,-0.719,4.62,4.37,2.2407,,15.3227
,5869.0,1.02,1.01,0.461,4.42,3.47,0.482,,14.5038
,5669.0,0.98,1.09,-0.106,4.47,6.6,1.65,0.5,9.86249
,5669.0,0.92,0.91,-0.106,4.47,5.05,1.64,0.5,9.86249
,6335.0,1.4,1.25,0.378,4.24,2.34,2.53706,,13.7625
,5241.0,0.81,0.86,-0.35,4.55,4.68,3.22363,,14.488
,5331.0,0.84,0.87,-0.322,4.54,4.68,2.88,,14.136
,5346.0,0.84,0.87,-0.211,4.54,4.68,2.01989,,15.4379
,5001.0,0.77,0.81,-0.478,4.59,4.47,9.15588,,15.0341
,4830.0,0.73,0.78,-0.639,4.61,3.8,2.40036,,14.9002
,5482.0,0.89,0.92,-0.19,4.51,4.57,4.40297,,14.7886
,6095.0,1.22,1.15,0.281,4.32,3.24,0.65357,,15.1944
,6095.0,1.22,1.15,0.281,4.32,3.24,0.6781,,15.1944
,5533.0,0.89,0.92,-0.174,4.51,4.27,1.95244,,
,5471.0,0.85,0.88,0.391,4.54,4.47,0.10184,,15.5197
M0 V,4781.0,0.76,0.81,-0.613,4.59,1.41,2.9,0.5,12.8567
M0 V,4781.0,0.76,0.81,-0.597,4.59,1.41,2.9,0.5,12.8567
,5769.0,0.96,0.97,-0.057,4.47,3.63,1.09134,,15.4975
,5539.0,0.86,0.89,-0.206,4.53,4.07,0.1136,,15.5723
,4861.0,0.75,0.81,-0.585,4.59,4.17,2.12768,,13.0663
,5612.0,0.91,0.93,0.407,4.5,4.27,0.2356,0.5,15.6387
,5409.0,0.83,0.86,-0.078,4.54,4.47,3.0612,,15.7109
,5718.0,0.97,0.97,0.024,4.46,4.47,1.87035,,15.8596
,5665.0,0.93,0.94,0.134,4.47,4.17,3.7482,,14.9234
,5508.0,0.87,0.9,0.142,4.52,4.27,4.45566,,15.7517
,5679.0,0.94,0.96,-0.109,4.47,4.17,1.12282,,14.7858
,5403.0,0.86,0.89,-0.442,4.53,4.57,4.35145,,14.5084
,5699.0,1.41,1.08,0.281,4.17,5.63,0.54,0.7,12.3044
,5857.0,1.02,1.02,0.355,4.44,3.8,3.3628,,15.6813
,4834.0,0.73,0.77,-0.642,4.6,4.27,3.54555,,14.4908
,5730.0,0.99,1.0,0.097,4.45,4.27,2.31284,,15.1882
,5416.0,0.99,0.95,-0.119,4.42,8.71,0.2644,,12.1425
,5416.0,0.99,0.95,-0.119,4.42,8.71,0.44401,,12.1425
,4990.0,0.76,0.82,-0.572,4.59,3.39,1.87375,,12.9432
,5350.0,0.84,0.89,-0.409,4.54,4.37,4.1224,,14.6273
,6040.0,1.15,1.1,0.052,4.36,3.47,1.48273,,13.2889
,4963.0,0.75,0.81,-0.468,4.6,2.75,42.355,,15.6906
,5421.0,0.86,0.91,-0.282,4.53,4.37,11.37484,,13.7299
,7005.0,2.01,1.6,0.738,4.04,1.35,0.45596,,12.466
,5690.0,1.02,1.0,-0.052,4.42,2.34,1.54,0.5,10.2971
,4755.0,0.72,0.77,-0.629,4.61,3.63,8.96358,,13.8413
,5582.0,0.9,0.96,-0.194,4.51,2.82,2.82159,2.5,14.043
,5478.0,0.86,0.93,-0.261,4.54,2.4,8.14697,,13.558
,5461.0,0.87,0.91,-0.225,4.52,4.07,2.2596,,14.9116
,5427.0,0.84,0.93,-0.306,4.55,1.91,2.03637,,13.9025
,5886.0,1.15,1.05,0.148,4.33,5.5,1.64351,,13.3334
,5840.0,1.02,1.02,0.233,4.43,4.07,0.65013,,14.4435
,5178.0,0.8,0.84,-0.718,4.56,5.89,3.39073,,14.4513
,5178.0,0.8,0.84,-0.718,4.56,5.89,2.92892,,14.4513
,4598.0,0.7,0.76,-0.763,4.63,2.14,6.11686,,14.2499
,4598.0,0.7,0.76,-0.763,4.63,2.14,12.30954,,14.2499
,5214.0,0.82,0.92,-0.389,4.57,1.51,3.24214,,13.7221
,5214.0,0.82,0.92,-0.389,4.57,1.51,1.59429,,13.7221
,5779.0,0.98,0.94,-0.025,4.43,8.42,1.53,0.5,12.813
,5779.0,0.98,0.94,-0.037,4.43,8.42,1.53,0.5,12.813
,4511.0,0.67,0.7,-0.821,4.64,4.68,4.61175,,14.8058
,5431.0,0.85,0.88,-0.299,4.54,4.47,1.72343,,13.2181
,6146.0,1.22,1.15,0.191,4.33,2.82,0.08845,,14.8925
,5213.0,0.78,0.86,-0.344,4.58,2.29,2.18901,,13.234
,3687.0,0.5,0.52,-1.354,4.76,4.37,4.8384,,14.4126
,4897.0,0.75,0.8,-0.512,4.59,3.89,2.55402,,14.4518
,5232.0,0.83,0.87,-0.36,4.55,4.68,2.54944,,15.8033
,5315.0,0.83,0.87,-0.476,4.55,4.57,2.04472,,14.8235
,6002.0,1.09,1.07,0.143,4.38,3.63,0.09556,,13.3744
,5310.0,0.83,0.87,-0.32,4.54,4.57,7.27802,,14.625
,5539.0,1.11,0.99,-0.133,4.34,2.79,1.12,0.5,12.8694
,5935.0,1.06,1.05,0.262,4.41,3.55,1.82309,,14.1122
,5718.0,0.96,0.98,-0.081,4.47,4.07,6.84413,,14.7044
,6139.0,1.29,1.16,0.511,4.28,3.55,0.64822,,12.9868
,6052.0,1.08,1.13,0.15,4.42,1.41,0.39852,,13.9863
,5610.0,0.93,0.96,-0.108,4.49,3.98,1.5554,,13.4677
,5434.0,0.85,0.91,-0.283,4.54,3.39,3.13923,,14.7169
,5642.0,0.98,0.96,-0.047,4.43,6.17,4.77055,,13.6421
,5637.0,0.91,0.97,-0.145,4.51,2.45,4.07825,,14.9789
,4005.0,0.53,0.55,-1.047,4.73,3.16,3.38055,,15.2131
,5074.0,0.78,0.82,-0.427,4.58,4.68,18.99927,,14.4083
,4782.0,0.73,0.79,-0.585,4.61,1.47,2.86,0.5,12.9618
,5948.0,1.08,1.05,-0.05,4.39,3.55,0.6042,,14.4949
,5948.0,1.08,1.05,-0.05,4.39,3.55,1.52952,,14.4949
,4392.0,0.61,0.64,-0.831,4.67,3.47,6.80263,,15.1476
,4944.0,0.74,0.8,-0.57,4.6,3.02,2.48007,,13.3901
,3843.0,0.54,0.57,-1.229,4.72,3.89,4.12779,,15.9243
,3934.0,0.54,0.56,-1.139,4.72,3.24,3.8829,,14.4653
,5206.0,0.8,0.83,-0.419,4.57,5.01,2.6853,,14.8814
,6014.0,1.14,1.09,0.242,4.36,3.63,3.67551,,14.6387
,6150.0,1.56,1.22,0.496,4.14,3.63,0.44755,,11.8477
,6058.0,1.18,1.12,0.193,4.34,3.31,5.80107,,14.3408
,6237.0,1.65,1.29,0.538,4.11,3.09,0.35446,,12.2343
M1 V,3800.0,0.6,0.62,-1.172,4.04,,3.88024,,10.2316
M3 V,3412.0,0.31,0.31,-1.947,4.94,1.0,15.8,0.0,10.5976
M4.5 V,3216.0,0.21,0.18,-2.356,5.04,5.0,25.99071,,12.6706
m3 V,3381.0,0.25,0.24,-2.146,4.87,,22.2,2.0,12.2598
M1,3643.0,0.5,0.5,-1.387,4.77,,5.6,,11.2362
M5,3036.0,0.19,0.15,-2.565,5.06,,31.73,,13.3925
M0.0 V,3950.0,0.58,0.59,-1.125,4.64,,3.73287,2.0,11.7282
M(6.1+/-0.7) V,2960.0,0.17,0.14,-2.697,5.12,0.5,31.1,2.0,15.0715
M3.0 V,3475.0,0.43,0.43,-1.699,4.95,2.0,7.5179,2.0,10.8595
M2.5V,3337.0,0.28,0.26,-2.046,4.97,,17.3,3.4,10.0469
M4 V,3331.0,0.37,0.4,-1.809,4.9,,9.74547,1.3,11.8465
G7 V,5443.0,0.95,0.77,-0.149,4.35,1.9,1.81,1.06,9.60006
,4194.0,1.61,,-0.192,3.65,,,16.82,11.5887
,5000.0,0.82,0.87,-1.464,4.96,,11.19938,,18.765
A8,7554.0,2.1,1.72,1.176,4.0,1.0,0.33,109.0,8.24243
A7 V,7800.0,1.92,1.75,1.087,4.1,0.8,0.355,45.66,8.17401
,,,0.06,,,,,,
,,,0.3,,,,,,
,,,0.21,,,,,,
K,,,0.56,,,,,,
,,,0.56,,,,,,
,,,0.52,,,,,,
,,,0.19,,,,,,
,,,0.16,,,,,,
,,,0.58,,,,,,
,,,0.11,,,,,,
,,,0.18,,,,,,
,5950.0,,0.67,,,,,,
,,,0.75,,,,,,
,,,0.15,,,,,,
,,,0.86,,,,,,
,,,0.39,,,,,,
,,,0.1,,,,,,
,,,0.88,,,,,,
,,,0.02,,,,,,
,,,0.01,,,,,,
,,,0.29,,,,,,
,,,0.03,,,,,,
,,,1.98,,,,,,
K3 III,4284.0,39.59,9.06,2.072,2.2,4.15,,,9.40374
K4 III,4200.0,21.02,1.37,2.157,1.8,,,,9.25286
G5 V,5780.0,0.99,1.01,-0.011,4.44,4.15,1.43409,,14.4666
G5 V,5725.0,0.89,0.96,-0.018,4.57,4.15,1.12635,,14.6201
F9 V,6165.0,1.22,1.14,0.289,4.3,,0.83866,,13.5888
M0.5,3916.0,0.57,0.62,-1.153,4.71,,4.4,1.0,14.8661
K5 V,4600.0,0.7,0.7,-0.757,4.59,10.4,,4.0,14.2604
K,5050.0,0.83,0.86,-0.395,4.5,3.9,2.109,1.1,12.1895
G,5690.0,1.59,1.02,0.338,4.04,9.4,0.359,0.5,12.1279
,5819.0,1.79,1.3,0.517,4.04,4.23,0.31,6.2,12.5691
K1 V,5187.0,0.84,0.9,-0.311,4.2,5.9,2.00067,1.2,13.0986
G6 V,5600.0,0.95,0.99,-0.086,4.4,3.28,1.61507,2.0,14.4299
G7 V,5550.0,1.21,1.0,0.117,4.35,10.29,0.67558,2.5,14.2311
G4 V,5650.0,1.34,1.02,0.241,4.0,9.22,0.61631,4.1,14.2136
G5 V,5610.0,1.39,1.0,0.27,4.16,10.84,0.53884,0.5,14.3896
F5 V,6478.0,1.7,1.64,0.631,4.2,2.17,0.477,15.2,10.8605
G6 V,5600.0,0.93,1.02,-0.144,4.45,,1.09,1.0,14.4878
,5143.0,0.84,0.75,-0.353,4.5,,1.91,2.75,12.9092
K2 V,4987.0,0.74,0.66,-0.511,4.52,,2.81225,,13.526
,4730.0,0.75,0.77,-0.592,4.7,9.77,3.9304,2.851,13.8175
K0 V,5241.0,0.98,0.89,-0.21,4.41,12.48,1.23245,3.56,13.4954
F8 V,6330.0,1.38,1.34,0.389,4.37,0.96,0.64571,6.38,12.6547
WD,57000.0,,0.54,,,,,,16.5905
,40000.0,0.19,0.42,1.974,5.5,,80.3914,,13.2452
,32780.0,0.15,0.46,1.375,5.74,,187.9524,,13.3943
K V,,,0.63,,,,,,
,,,0.46,,,,,,
K5,,,0.69,,,,,,
,,,0.22,,,,,,
,,,0.51,,,,,,
M,,,0.41,,,,,,
,,,0.71,,,,,,
,,,0.41,,,,,,
M,,,0.26,,,,,,
G5 V,,,1.06,,,5.0,,,
,,,0.44,,,,,,
,,,0.34,,,,,,
M V,,,0.29,,,,,,
,,,0.4,,,,,,
M V,,,0.57,,,,,,
,,,0.54,,,,,,
,,,0.62,,,,,,
,,,0.38,,,,,,
,,,0.55,,,,,,
,,,0.08,,,,,,
,,,0.13,,,,,,
,,,0.72,,,,,,
,,,0.25,,,,,,
,,,0.2,,,,,,
,,,0.7,,,,,,
,,,0.81,,,,,,
,,,0.23,,,,,,
,,,0.12,,,,,,
G V,5912.0,,1.0,,4.5,,,,
,,,1.11,,,,,,
,,,0.43,,,,,,
,,,0.42,,,,,,
G2 V,5950.0,1.17,1.14,0.188,4.18,3.1,0.509,7.7,15.6845
K2 V,5040.0,0.83,0.82,-0.339,4.54,8.8,2.14,1.0,16.5277
K4 V,4790.0,0.77,0.78,-0.529,4.55,13.2,2.365,9.0,15.443
F5 V,6210.0,1.32,1.3,0.371,4.31,1.2,0.72,,16.4883
,5924.0,1.14,1.14,0.241,4.14,4.3,0.46,,16.6783
,6325.0,1.64,1.33,0.267,4.17,2.6,0.486,,15.0702
F8 V,6050.0,1.74,1.17,0.35,4.09,3.0,0.361,3.2,12.909225
,6933.0,1.53,1.52,0.512,4.24,1.0,0.597,39.33,14.5637
M9,2375.0,0.23,0.02,-2.77,4.25,5.0,22.64533,,18.912
K7,3972.0,1.26,0.76,-0.456,3.68,0.005,0.5411,17.27,11.5848
K7,3972.0,1.06,0.76,-0.489,3.68,0.005,0.5411,17.27,11.5848
F,6407.0,1.73,1.53,0.66,4.14,2.0,0.293,32.6,13.6988
,5629.0,1.0,0.94,-0.102,4.41,2.04,1.3,1.43,12.5811
K5 V,4400.0,0.59,0.69,-1.087,4.63,,4.814,5.3,17.2604
,,,1.44,,,,,,20.1861
,,,1.4,,,3.0,,,
,,,1.35,,,,,,
,4500.0,0.04,1.4,,,12.5,,,
,,,1.4,,,,,,
,6174.0,1.15,1.24,0.245,4.41,,1.03503,9.6,10.3508
,5300.0,0.83,0.94,-0.336,4.51,0.578,2.01172,5.1,11.9281
M5.5 V,3050.0,0.14,0.12,-2.81,5.16,,48.76265,,8.95361
,5013.0,0.8,0.84,-0.438,4.55,1.19,2.286,1.76,12.4764
F7 V,6124.0,1.25,1.16,0.3,4.3,3.2,0.823,5.9,12.6978
,4645.0,0.78,0.74,-0.683,4.53,5.0,2.241,3.28,13.0276
G0 V,6007.0,1.27,1.15,0.279,4.29,0.31,0.78,10.2,12.8203
K1 V,5215.0,0.85,0.9,-0.318,4.53,0.17,2.07,7.1,13.4114
G2 V,5747.0,1.08,1.13,0.056,4.43,0.53,1.286,4.5,12.5241
K2 V,5052.0,0.72,0.82,-0.514,4.64,1.02,3.08,2.9,11.1249
F4 V,6387.0,1.56,1.41,0.563,4.2,1.69,0.521,13.8,12.9275
G0 V,5738.0,1.31,1.03,0.228,4.21,8.3,0.641,2.7,11.3494
K5 V,4309.0,0.7,0.72,-0.821,4.61,7.5,3.015,4.3,13.6871
M0,3850.0,1.07,0.87,-0.79,4.07,0.008,0.56288,7.2,13.2655
M0,3433.0,1.34,1.0,-0.792,,0.003,,,13.1164
M,3904.0,0.19,0.44,-2.108,5.08,,31.76099,,13.6576
M4,3192.0,0.2,0.17,-2.441,5.05,5.0,27.33385,,9.59067
M2,3646.0,0.56,0.56,-1.298,4.68,,4.40603,,8.90809
,3828.93,1.1,,-0.628,,,,,12.1811
,,1.45,1.1,,,,,,
,,1.18,1.24,,,,,,
,4620.0,1.17,1.04,-0.25,4.5,0.017,1.26737,68.2,11.8101
,5805.0,1.42,0.25,0.317,4.15,,0.50685,,13.8327
G3,5788.0,1.09,1.03,0.078,4.38,5.7,1.076,2.18,11.9371
K7,4250.0,0.69,0.68,-0.854,4.6,8.2,2.97,4.0,10.9028
M3 V,3403.0,0.33,0.31,-1.854,4.88,2.0,12.8,7.2,14.3357
,3872.0,0.63,0.64,-1.097,4.65,,3.61,2.6,10.8492
K0 V,5320.0,0.85,0.86,-0.285,4.52,6.8,1.99,1.0,10.718
M3,3600.0,0.42,0.45,-1.533,4.85,,8.99,,12.1222
G8 V,5397.0,0.9,0.97,-0.222,4.48,6.34,1.89,3.0,11.3208
,6274.0,1.93,1.46,0.713,4.03,2.33,0.289,14.2,9.35039
,6050.0,1.33,1.13,0.329,4.0,4.4,0.41101,3.6,11.8764
,5597.0,1.05,0.95,-0.013,4.37,9.1,1.16,4.3,10.6624
F,6255.0,1.53,1.35,0.497,4.13,2.346,0.5332,7.96,11.3408
G9 IV,5404.0,1.17,0.95,0.02,4.28,12.82,0.842,2.5,12.5143
,5948.0,2.19,1.52,0.732,3.94,2.64,0.205,6.4,10.5276
F,6495.0,1.65,1.44,0.636,4.19,1.823,0.4518,14.08,11.2193
G1 V,5880.0,1.29,1.15,0.253,4.28,4.7,0.756,2.5,12.2379
,5645.0,1.78,1.13,0.461,3.99,7.4,0.286,5.1,11.1927
M0,3980.0,0.62,0.65,-1.056,4.66,7.1,3.78,2.0,11.7294
K,4316.0,0.65,0.65,-0.879,4.45,7.1,3.31,1.5,11.1523
M0,3841.0,0.61,0.63,-1.057,4.67,7.4,3.95,2.0,13.5553
F6 V,6394.0,1.32,1.32,0.415,4.32,0.87,0.81,9.52,8.94004
,5026.0,0.84,0.87,-0.442,4.66,,2.38,,12.1631
M4.5 V,3212.0,0.21,0.18,-2.387,5.04,4.5,25.6,6.4,14.754
,5875.0,0.88,1.04,-0.08,4.56,0.18,1.67941,11.5,9.75411
,6095.0,1.87,1.41,0.636,4.04,,0.305,,7.41653
M3.0 V,3386.0,0.38,0.4,-1.77,4.84,,10.5,,11.6306
G9 V,5325.0,0.87,0.85,-0.268,4.49,9.4,2.72,1.8,9.77776
,5550.0,0.88,0.95,-0.189,4.56,0.12,1.824,7.9,10.7498
G,5735.0,1.66,1.14,0.435,4.06,6.7,12.52,4.54,9.84659
M3.5,3350.0,0.37,0.37,-1.857,5.0,,12.2,,15.7067
M V,3216.0,0.19,0.16,-2.461,4.44,1.1,30.58604,13.5,12.8938
G9 V,5455.0,0.85,0.79,-0.282,4.47,5.0,1.809,2.0,10.0128
G9 V,5455.0,0.85,0.79,-0.247,4.47,5.0,1.809,2.0,10.0128
G9 V,5326.0,0.83,0.81,-0.282,4.5,10.0,1.95,2.0,10.0128
,5640.0,1.09,1.0,0.033,4.36,7.3,1.095,,11.1424
,6250.0,1.34,1.31,0.394,4.3,1.28,0.762,6.9,10.0579
,6460.0,2.08,1.54,0.834,3.99,1.99,0.24,6.1,10.4006
F8,6295.0,1.28,1.18,0.312,4.29,2.92,0.8,7.8,9.66082
M2 V,3461.0,0.42,0.41,-1.635,4.8,1.5,7.68,,12.0665
G,5450.0,0.9,0.92,-0.154,4.45,,1.83425,1.7,9.99915
M1 V,3709.0,0.54,0.54,-1.31,4.73,7.8,6.024,,10.7409
G0 IV,5907.0,1.94,1.32,0.619,3.86,3.73,0.254,8.2,10.2352
K4 V,4600.0,0.69,0.71,-0.71,4.61,7.5,2.98,2.165,10.7616
G0/F9 V,6047.0,1.02,1.12,0.041,4.47,0.035,1.4,16.2,10.356
G,5373.8,0.92,0.93,-0.218,4.48,6.7,1.685,,12.0645
F,6261.0,1.39,1.28,0.431,4.26,2.2,0.482,7.69,11.3435
,5570.0,0.92,0.97,-0.137,4.5,3.4,1.76,,11.0813
K2.5 V,4928.0,1.02,0.79,-0.369,4.31,0.09,1.634,14.3,11.6346
,5710.0,1.89,1.2,0.535,3.96,6.14,0.249,5.6,10.2321
,2559.0,0.12,0.08,-3.281,5.28,0.5,71.5,,15.6451
